siren,date_jugement,nature_jugement
822610556,2019-05-14,Autre jugement d'ouverture
822610598,2018-03-14,Jugement d'ouverture de liquidation judiciaire
822610937,2019-11-08,Jugement d'ouverture d'une procédure de redressement judiciaire
822612180,2021-09-07,Jugement d'ouverture de liquidation judiciaire
822612396,2018-01-10,Jugement d'ouverture de liquidation judiciaire
822613188,2019-03-19,Jugement d'ouverture de liquidation judiciaire
822613725,2017-05-10,Jugement d'ouverture de liquidation judiciaire
822614327,2018-05-29,Jugement d'ouverture de liquidation judiciaire
822615027,2021-01-28,Jugement d'ouverture d'une procédure de redressement judiciaire
822615068,2021-10-18,Jugement d'ouverture de liquidation judiciaire
822615811,2021-07-21,Jugement d'ouverture de liquidation judiciaire
822615985,2020-11-26,Jugement d'ouverture de liquidation judiciaire
822616348,2019-04-25,Jugement d'ouverture de liquidation judiciaire
822616769,2018-11-05,Jugement d'ouverture de liquidation judiciaire
822617031,2019-01-30,Jugement d'ouverture d'une procédure de redressement judiciaire
822617429,2017-04-13,Jugement d'ouverture de liquidation judiciaire
822617858,2019-10-02,Jugement d'ouverture de liquidation judiciaire
822617957,2019-12-11,Jugement d'ouverture de liquidation judiciaire
822617965,2017-06-20,Jugement d'ouverture de liquidation judiciaire
822618120,2018-06-07,Jugement d'ouverture de liquidation judiciaire
822618179,2019-11-27,Jugement d'ouverture d'une procédure de redressement judiciaire
822618476,2019-11-19,Jugement d'ouverture de liquidation judiciaire
822618666,2019-02-26,Jugement d'ouverture d'une procédure de redressement judiciaire
822618898,2020-05-15,Jugement d'ouverture de liquidation judiciaire
822618948,2020-02-10,Jugement d'ouverture de liquidation judiciaire
822619193,2017-11-08,Jugement d'ouverture de liquidation judiciaire
822619375,2018-02-21,Jugement d'ouverture de liquidation judiciaire
822620316,2020-03-19,Jugement d'ouverture de liquidation judiciaire
822620936,2019-02-19,Jugement d'ouverture de liquidation judiciaire
822623872,2017-12-29,Jugement d'ouverture d'une procédure de redressement judiciaire
822624045,2019-05-07,Jugement d'ouverture de liquidation judiciaire
822624128,2020-10-07,Jugement d'ouverture de liquidation judiciaire
822624201,2018-12-20,Jugement d'ouverture de liquidation judiciaire
822624391,2018-09-25,Jugement d'ouverture de liquidation judiciaire
822624425,2019-07-03,Jugement d'ouverture d'une procédure de redressement judiciaire
822624474,2017-11-09,Jugement d'ouverture de liquidation judiciaire
822624797,2021-02-11,Jugement d'ouverture de liquidation judiciaire
822625612,2018-01-18,Jugement d'ouverture de liquidation judiciaire
822625992,2018-07-16,Jugement d'ouverture de liquidation judiciaire
822626032,2019-12-26,Jugement d'ouverture de liquidation judiciaire
822628210,2019-04-02,Jugement d'ouverture de liquidation judiciaire
822628756,2020-09-24,Jugement d'ouverture de liquidation judiciaire
822628863,2020-07-20,Jugement d'ouverture de liquidation judiciaire
822628947,2019-03-13,Jugement d'ouverture de liquidation judiciaire
822629135,2017-06-06,Jugement d'ouverture de liquidation judiciaire
822629242,2018-08-30,Jugement d'ouverture d'une procédure de redressement judiciaire
822629614,2018-06-26,Jugement d'ouverture de liquidation judiciaire
822629663,2018-10-24,Jugement d'ouverture d'une procédure de redressement judiciaire
822629994,2021-04-14,Jugement d'ouverture de liquidation judiciaire
822630133,2019-09-24,Jugement d'ouverture d'une procédure de redressement judiciaire
822630356,2021-06-01,Jugement d'ouverture de liquidation judiciaire
822630505,2020-02-13,Jugement d'ouverture de liquidation judiciaire
822630554,2020-09-23,Jugement d'ouverture de liquidation judiciaire
822630810,2017-12-19,Jugement d'ouverture de liquidation judiciaire
822631131,2021-09-28,Jugement d'ouverture de liquidation judiciaire
822631404,2020-11-04,Jugement d'ouverture de liquidation judiciaire
822631685,2018-06-14,Jugement d'ouverture de liquidation judiciaire
822632188,2018-10-16,Jugement d'ouverture de liquidation judiciaire
822632279,2019-05-15,Jugement d'ouverture de liquidation judiciaire
822632428,2018-01-17,Jugement d'ouverture de liquidation judiciaire
822632857,2017-06-13,Jugement d'ouverture de liquidation judiciaire
822632865,2018-01-12,Jugement d'ouverture de liquidation judiciaire
822633012,2019-11-20,Jugement d'ouverture de liquidation judiciaire
822633137,2017-10-24,Jugement d'ouverture de liquidation judiciaire
822633368,2019-01-01,Jugement d'ouverture d'une procédure de redressement judiciaire
822635033,2021-02-01,Jugement d'ouverture de liquidation judiciaire
822637195,2018-04-03,Jugement d'ouverture de liquidation judiciaire
822637252,2019-10-09,Jugement d'ouverture de liquidation judiciaire
822638250,2017-12-05,Jugement d'ouverture de liquidation judiciaire
822638375,2018-11-27,Jugement d'ouverture d'une procédure de redressement judiciaire
822638466,2018-10-16,Jugement d'ouverture d'une procédure de redressement judiciaire
822638987,2019-09-17,Jugement d'ouverture d'une procédure de redressement judiciaire
822639720,2018-10-02,Jugement d'ouverture de liquidation judiciaire
822639852,2018-03-05,Jugement d'ouverture de liquidation judiciaire
822640793,2020-02-06,Jugement d'ouverture de liquidation judiciaire
822642468,2018-04-11,Jugement d'ouverture de liquidation judiciaire
822644803,2019-11-19,Jugement d'ouverture de liquidation judiciaire
822644860,2019-05-07,Jugement d'ouverture de liquidation judiciaire
822644993,2017-10-12,Jugement d'ouverture de liquidation judiciaire
822645198,2019-02-11,Jugement d'ouverture de liquidation judiciaire
822645354,2019-06-11,Jugement d'ouverture de liquidation judiciaire
822645750,2021-07-30,Jugement d'ouverture de liquidation judiciaire
822645750,2021-07-30,Jugement d'ouverture de liquidation judiciaire
822645826,2020-09-17,Jugement d'ouverture de liquidation judiciaire
822646360,2019-07-30,Jugement d'ouverture d'une procédure de sauvegarde
822646733,2019-05-31,Jugement d'ouverture de liquidation judiciaire
822646758,2018-10-17,Jugement d'ouverture de liquidation judiciaire
822647095,2020-02-26,Jugement d'ouverture d'une procédure de redressement judiciaire
822647814,2018-10-18,Jugement d'ouverture d'une procédure de redressement judiciaire
822648556,2021-09-29,Jugement d'ouverture de liquidation judiciaire
822648747,2019-03-27,Jugement d'ouverture de liquidation judiciaire
822649323,2018-06-21,Jugement d'ouverture de liquidation judiciaire
822649497,2017-09-12,Jugement d'ouverture de liquidation judiciaire
822649505,2018-02-07,Jugement d'ouverture de liquidation judiciaire
822650024,2018-12-18,Jugement d'ouverture de liquidation judiciaire
822650149,2021-03-08,Jugement d'ouverture de liquidation judiciaire
822650156,2018-10-01,Jugement d'ouverture d'une procédure de redressement judiciaire
822650198,2019-04-04,Jugement d'ouverture d'une procédure de redressement judiciaire
822650370,2020-09-21,Jugement d'ouverture de liquidation judiciaire
822650719,2019-06-19,Jugement d'ouverture de liquidation judiciaire
822650966,2019-03-28,Jugement d'ouverture de liquidation judiciaire
822651675,2018-06-08,Jugement d'ouverture de liquidation judiciaire
822651741,2019-05-20,Jugement d'ouverture d'une procédure de redressement judiciaire
822651972,2019-06-25,Jugement d'ouverture d'une procédure de redressement judiciaire
822653044,2021-08-25,Jugement d'ouverture de liquidation judiciaire
822653051,2019-04-10,Jugement d'ouverture de liquidation judiciaire
822653101,2019-10-08,Jugement d'ouverture d'une procédure de sauvegarde
822654331,2019-02-07,Jugement d'ouverture d'une procédure de redressement judiciaire
822654943,2018-10-15,Jugement d'ouverture de liquidation judiciaire
822654992,2020-02-19,Jugement d'ouverture d'une procédure de redressement judiciaire
822655064,2019-03-05,Jugement d'ouverture de liquidation judiciaire
822655098,2020-05-13,Jugement d'ouverture d'une procédure de redressement judiciaire
822655163,2019-06-26,Jugement d'ouverture de liquidation judiciaire
822655221,2018-11-13,Jugement d'ouverture de liquidation judiciaire
822655684,2019-09-04,Jugement d'ouverture de liquidation judiciaire
822656542,2018-12-04,Jugement d'ouverture de liquidation judiciaire
822657250,2019-01-15,Jugement d'ouverture de liquidation judiciaire
822658001,2020-01-30,Jugement d'ouverture de liquidation judiciaire
822658209,2019-05-13,Jugement d'ouverture de liquidation judiciaire
822658241,2018-01-08,Jugement d'ouverture de liquidation judiciaire
822658548,2021-03-09,Jugement d'ouverture de liquidation judiciaire
822658985,2017-10-05,Jugement d'ouverture de liquidation judiciaire
822659132,2021-05-10,Jugement d'ouverture d'une procédure de redressement judiciaire
822659363,2020-08-04,Jugement d'ouverture de liquidation judiciaire
822659801,2020-01-29,Jugement d'ouverture d'une procédure de redressement judiciaire
822660346,2021-11-09,Jugement d'ouverture de liquidation judiciaire
822660387,2019-12-18,Jugement d'ouverture de liquidation judiciaire
822660486,2018-02-01,Jugement d'ouverture de liquidation judiciaire
822660536,2018-10-10,Jugement d'ouverture d'une procédure de redressement judiciaire
822661120,2019-01-30,Jugement d'ouverture de liquidation judiciaire
822661831,2019-09-18,Jugement d'ouverture d'une procédure de redressement judiciaire
822661864,2018-05-04,Jugement d'ouverture d'une procédure de redressement judiciaire
822662409,2021-07-20,Jugement d'ouverture de liquidation judiciaire
822664066,2021-09-27,Jugement d'ouverture de liquidation judiciaire
822664157,2017-11-21,Jugement d'ouverture d'une procédure de redressement judiciaire
822667275,2020-06-24,Jugement d'ouverture de liquidation judiciaire
822667283,2017-12-26,Jugement d'ouverture d'une procédure de redressement judiciaire
822668174,2019-01-29,Jugement d'ouverture de liquidation judiciaire
822668505,2018-06-12,Jugement d'ouverture d'une procédure de redressement judiciaire
822668521,2019-03-19,Jugement d'ouverture d'une procédure de redressement judiciaire
822668810,2019-02-07,Jugement d'ouverture de liquidation judiciaire
822668810,2019-02-07,Jugement d'ouverture de liquidation judiciaire
822669081,2018-01-30,Jugement d'ouverture d'une procédure de redressement judiciaire
822669982,2019-06-25,Jugement d'ouverture de liquidation judiciaire
822670469,2018-10-04,Jugement d'ouverture de liquidation judiciaire
822671376,2019-04-30,Jugement d'ouverture d'une procédure de redressement judiciaire
822672846,2019-01-16,Jugement d'ouverture de liquidation judiciaire
822673026,2019-10-14,Jugement d'ouverture de liquidation judiciaire
822673133,2019-11-14,Jugement d'ouverture de liquidation judiciaire
822674016,2021-05-26,Jugement d'ouverture d'une procédure de redressement judiciaire
822674388,2018-04-10,Jugement d'ouverture de liquidation judiciaire
822675070,2017-12-04,Jugement d'ouverture de liquidation judiciaire
822675633,2019-12-16,Jugement d'ouverture de liquidation judiciaire
822677373,2020-10-01,Jugement d'ouverture de liquidation judiciaire
822677803,2019-06-25,Jugement d'ouverture de liquidation judiciaire
822677837,2019-12-18,Jugement d'ouverture de liquidation judiciaire
822677985,2020-06-08,Jugement d'ouverture de liquidation judiciaire
822678082,2019-05-14,Jugement d'ouverture de liquidation judiciaire
822678322,2018-10-12,Jugement d'ouverture d'une procédure de redressement judiciaire
822678330,2020-10-27,Jugement d'ouverture de liquidation judiciaire
822678579,2021-06-23,Jugement d'ouverture de liquidation judiciaire
822679064,2017-03-17,Jugement d'ouverture de liquidation judiciaire
822679684,2020-01-06,Jugement d'ouverture de liquidation judiciaire
822680047,2017-11-06,Jugement d'ouverture de liquidation judiciaire
822680112,2019-10-29,Jugement d'ouverture d'une procédure de redressement judiciaire
822680153,2020-02-19,Jugement d'ouverture de liquidation judiciaire
822680195,2018-11-08,Jugement d'ouverture de liquidation judiciaire
822680278,2019-02-12,Jugement d'ouverture de liquidation judiciaire
822680518,2019-02-12,Jugement d'ouverture d'une procédure de redressement judiciaire
822680815,2019-02-25,Jugement d'ouverture d'une procédure de redressement judiciaire
822680823,2018-06-15,Jugement d'ouverture d'une procédure de redressement judiciaire
822681144,2020-05-06,Jugement d'ouverture de liquidation judiciaire
822681185,2017-04-19,Jugement d'ouverture de liquidation judiciaire
822681458,2018-03-06,Jugement d'ouverture de liquidation judiciaire
822681516,2018-05-15,Jugement d'ouverture d'une procédure de redressement judiciaire
822681615,2021-11-29,Jugement d'ouverture de liquidation judiciaire
822681656,2020-11-03,Jugement d'ouverture de liquidation judiciaire
822682084,2020-07-28,Jugement d'ouverture d'une procédure de redressement judiciaire
822682290,2019-07-03,Jugement d'ouverture de liquidation judiciaire
822682522,2020-01-14,Jugement d'ouverture de liquidation judiciaire
822682555,2019-12-09,Jugement d'ouverture d'une procédure de redressement judiciaire
822682647,2021-12-17,Jugement d'ouverture de liquidation judiciaire
822682779,2020-05-27,Jugement d'ouverture de liquidation judiciaire
822682936,2019-06-18,Jugement d'ouverture de liquidation judiciaire
822682944,2020-06-16,Jugement d'ouverture d'une procédure de sauvegarde
822683041,2018-03-13,Jugement d'ouverture d'une procédure de redressement judiciaire
822683066,2018-07-23,Jugement d'ouverture de liquidation judiciaire
822683611,2020-01-08,Jugement d'ouverture d'une procédure de redressement judiciaire
822683843,2018-05-07,Jugement d'ouverture d'une procédure de redressement judiciaire
822683918,2019-12-09,Jugement d'ouverture d'une procédure de redressement judiciaire
822684148,2019-01-09,Jugement d'ouverture de liquidation judiciaire
822684171,2020-01-14,Jugement d'ouverture de liquidation judiciaire
822684254,2018-05-28,Jugement d'ouverture de liquidation judiciaire
822684437,2019-07-03,Jugement d'ouverture de liquidation judiciaire
822684502,2021-01-08,Jugement d'ouverture de liquidation judiciaire
822685574,2018-10-05,Jugement d'ouverture de liquidation judiciaire
822685749,2017-06-08,Jugement d'ouverture de liquidation judiciaire
822685764,2019-07-01,Jugement d'ouverture de liquidation judiciaire
822686077,2020-05-07,Jugement d'ouverture de liquidation judiciaire
822686325,2017-08-09,Jugement d'ouverture de liquidation judiciaire
822686572,2019-03-12,Jugement d'ouverture de liquidation judiciaire
822686655,2019-09-26,Jugement d'ouverture de liquidation judiciaire
